openlibrary_author_key,author_name,candidate_rank,wikidata_id,wikidata_label,wikidata_description,wikidata_url
OL3149792A,Bernard Marr,1,Q130776205,Bernard Marr,,http://www.wikidata.org/entity/Q130776205
OL3149792A,Bernard Marr,2,Q117749923,Bernard Marr,Author,http://www.wikidata.org/entity/Q117749923
OL3149792A,Bernard Marr,3,Q112431907,Bernard Marrey,,http://www.wikidata.org/entity/Q112431907
OL3149792A,Bernard Marr,4,Q3428981,Bernard Marreau,,http://www.wikidata.org/entity/Q3428981
OL3149792A,Bernard Marr,5,Q133653173,Bernard Marrot,,http://www.wikidata.org/entity/Q133653173
OL3410032A,Dina Gray,1,Q112529553,Dina Gray,,http://www.wikidata.org/entity/Q112529553
OL585079A,Phil Baguley,1,Q139371980,Phil Baguley,,http://www.wikidata.org/entity/Q139371980
OL2729652A,Bob Paladino,1,Q112446555,Bob Paladino,,http://www.wikidata.org/entity/Q112446555
OL535855A,Robert L. Mathis,1,Q112366479,Robert L. Mathis,1944-,http://www.wikidata.org/entity/Q112366479
OL235972A,David A. DeCenzo,1,Q93431301,David A. DeCenzo,,http://www.wikidata.org/entity/Q93431301
OL3422129A,Kenneth G. Brown,1,Q71735155,Kenneth G. Brown,Psychologist; PhD Michigan State 1999,http://www.wikidata.org/entity/Q71735155
OL3422129A,Kenneth G. Brown,2,Q22101652,Kenneth G. Brown,screenwriter,http://www.wikidata.org/entity/Q22101652
OL466291A,John Bratton,1,Q1699398,John Bratton,Confederate Army general (1831-1898),http://www.wikidata.org/entity/Q1699398
OL466291A,John Bratton,2,Q112540449,John Bratton,,http://www.wikidata.org/entity/Q112540449
OL466291A,John Bratton,3,Q58207233,John Bratton,"researcher, ORCID id # 0000-0003-0376-4981",http://www.wikidata.org/entity/Q58207233
OL466291A,John Bratton,4,Q100994214,John Bratton Stanley,(1799-1873),http://www.wikidata.org/entity/Q100994214
OL2704923A,Jeffrey Gold,1,Q112399272,Jeffrey Gold,,http://www.wikidata.org/entity/Q112399272
OL2704923A,Jeffrey Gold,2,Q42708202,Jeffrey Gold,researcher (ORCID 0000-0001-6683-9907),http://www.wikidata.org/entity/Q42708202
OL2704923A,Jeffrey Gold,3,Q346895,Jeffrey Goldstone,British theoretical physicist,http://www.wikidata.org/entity/Q346895
OL2704923A,Jeffrey Gold,4,Q6176005,Jeffrey Goldberg,American journalist (born 1965),http://www.wikidata.org/entity/Q6176005
OL2704923A,Jeffrey Gold,5,Q100304170,Jeffrey P. Gold,member or fellow of the New York Academy of Medicine,http://www.wikidata.org/entity/Q100304170
OL238777A,Wendell L. French,1,Q85409823,Wendell L. French,,http://www.wikidata.org/entity/Q85409823
OL452017A,Lloyd L. Byars,1,Q112436490,LLoyd L. Byars,,http://www.wikidata.org/entity/Q112436490
OL223925A,John M. Ivancevich,1,Q109832605,John M. Ivancevich,,http://www.wikidata.org/entity/Q109832605
OL5891029A,Monica Belcourt,1,Q112427086,Monica Belcourt,,http://www.wikidata.org/entity/Q112427086
OL8043921A,Pieter Nel,1,Q122212367,Pieter Nel,business academic at Unitec in New Zealand,http://www.wikidata.org/entity/Q122212367
OL8043921A,Pieter Nel,2,Q84510289,Pieter W Nel,researcher,http://www.wikidata.org/entity/Q84510289
OL8043921A,Pieter Nel,3,Q90664647,Pieter Nelis,researcher (ORCID 0000-0001-8616-9664),http://www.wikidata.org/entity/Q90664647
OL8043921A,Pieter Nel,4,Q42293394,Pieter Neleman,Dutch jurist,http://www.wikidata.org/entity/Q42293394
OL8043921A,Pieter Nel,5,Q133335999,Pieter Nelis,,http://www.wikidata.org/entity/Q133335999
OL2627251A,Pamela L. Perrewe,1,Q137848812,Pamela L. Perrewé,academic in management and organizational behavior at Florida State University,http://www.wikidata.org/entity/Q137848812
OL2627252A,K. Michele Kacmar,1,Q117236858,K. Michele Kacmar,researcher,http://www.wikidata.org/entity/Q117236858
OL7644918A,John R. Hendon,1,Q139463264,John R. Hendon,,http://www.wikidata.org/entity/Q139463264
OL8201904A,Julie Beardwell,1,Q139455643,Julie Beardwell,,http://www.wikidata.org/entity/Q139455643
OL4427561A,Tim Claydon,1,Q52820031,Tim Claydon,,http://www.wikidata.org/entity/Q52820031
OL216674A,Raymond A. Noe,1,Q83190893,Raymond A Noe,researcher,http://www.wikidata.org/entity/Q83190893
OL5005634A,Paul E Smith,1,Q88452698,Paul E Smith,researcher (ORCID 0000-0002-5565-3274),http://www.wikidata.org/entity/Q88452698
OL5005634A,Paul E Smith,2,Q96229845,Paul E Smith,researcher ORCID 0000-0002-6663-0422,http://www.wikidata.org/entity/Q96229845
OL1207541A,Chris Brewster,1,Q56954539,Chris Brewster,researcher,http://www.wikidata.org/entity/Q56954539
OL1207541A,Chris Brewster,2,Q141520728,Chris Brewster,Canadian long-distance runner (born 1963),http://www.wikidata.org/entity/Q141520728
OL3147636A,Guy Vernon,1,Q439109,Guy Moon,American composer (1962–2026),http://www.wikidata.org/entity/Q439109
OL3147636A,Guy Vernon,2,Q76058855,Guy Fitzpatrick Roger Vernon,(1878-1914),http://www.wikidata.org/entity/Q76058855
OL3147636A,Guy Vernon,3,Q19902707,A Masque of Poets,published 1878,http://www.wikidata.org/entity/Q19902707
OL3147636A,Guy Vernon,4,Q4120771,Guy Lewis,American basketball player and coach (1922-2015),http://www.wikidata.org/entity/Q4120771
OL3147636A,Guy Vernon,5,Q5622596,Vernon Smith,British bishop (1880–1957),http://www.wikidata.org/entity/Q5622596
OL7915454A,Ronan Carbery,1,Q124643389,Ronan Carbery,,http://www.wikidata.org/entity/Q124643389
OL7915455A,Christine Cross,1,Q65964799,Christine Crossley,badminton player,http://www.wikidata.org/entity/Q65964799
OL7915455A,Christine Cross,2,Q64605245,christine cross,researcher ORCID 0000-0002-6582-7936,http://www.wikidata.org/entity/Q64605245
OL7915455A,Christine Cross,3,Q139100649,Christine Crößmann,,http://www.wikidata.org/entity/Q139100649
OL7900133A,Jonathan Crawshaw,1,Q117260095,Jonathan Crawshaw,researcher,http://www.wikidata.org/entity/Q117260095
OL2695887A,Pawan Budhwar,1,Q58655935,Pawan S. Budhwar,researcher ORCID ID = 0000-0001-8915-6172,http://www.wikidata.org/entity/Q58655935
OL739572A,Ann Davis,1,Q104448838,Ann Davis,American model,http://www.wikidata.org/entity/Q104448838
OL739572A,Ann Davis,2,Q112558562,Ann Davis,,http://www.wikidata.org/entity/Q112558562
OL739572A,Ann Davis,3,Q443015,Ann B. Davis,American actress (1926-2014),http://www.wikidata.org/entity/Q443015
OL739572A,Ann Davis,4,Q75679574,Ann Katherine Mary Bennison,(born 1955),http://www.wikidata.org/entity/Q75679574
OL739572A,Ann Davis,5,Q75765277,Ann Davis,(1630-1708),http://www.wikidata.org/entity/Q75765277
OL2639667A,John R. Hollenbeck,1,Q139455293,John R. Hollenbeck,,http://www.wikidata.org/entity/Q139455293
OL7455447A,Patrick M. Wright,1,Q112523532,Patrick M. Wright,,http://www.wikidata.org/entity/Q112523532
OL3477657A,Nick Wilton,1,Q7028162,Nick Wilton,actor and Scriptwriter,http://www.wikidata.org/entity/Q7028162
OL3477657A,Nick Wilton,2,Q21066544,Nick Wilton,Australian rules footballer,http://www.wikidata.org/entity/Q21066544
OL388469A,Fred Luthans,1,Q5495821,Fred Luthans,American academic,http://www.wikidata.org/entity/Q5495821
OL1480578A,Angelo Kinicki,1,Q4762900,Angelo Kinicki,American academic,http://www.wikidata.org/entity/Q4762900
OL3011892A,Hellriegel,1,Q1603059,Hellriegel,family name,http://www.wikidata.org/entity/Q1603059
OL3011892A,Hellriegel,2,Q27963571,Standschütze Hellriegel M1915,Austro-Hungarian water-cooled submachine gun produced during World War I in very limited prototype numbers,http://www.wikidata.org/entity/Q27963571
OL3011892A,Hellriegel,3,Q27605381,"Hellriegel, Hermann",entry in the Allgemeine Deutsche Biographie,http://www.wikidata.org/entity/Q27605381
OL3011892A,Hellriegel,4,Q103862003,"Hellriegel, Martin Balthasar (1890-1981), clergyman",encyclopedia article,http://www.wikidata.org/entity/Q103862003
OL3011892A,Hellriegel,5,Q111255738,Hellriegelstraße,"street in Steglitz-Zehlendorf district, Berlin, Germany",http://www.wikidata.org/entity/Q111255738
OL397106A,John W. Newstrom,1,Q118874081,John W. Newstrom,American economist and business scholar,http://www.wikidata.org/entity/Q118874081
OL1078587A,Michael T. Matteson,1,Q139482667,Michael T. Matteson,,http://www.wikidata.org/entity/Q139482667
OL5450786A,Jason Colquitt,1,Q139449355,Jason Colquitt,,http://www.wikidata.org/entity/Q139449355
OL3236149A,Debra L. Nelson,1,Q112475787,Debra L. Nelson,,http://www.wikidata.org/entity/Q112475787
OL2634548A,Christopher P. Neck,1,Q139468506,Christopher P. Neck,,http://www.wikidata.org/entity/Q139468506
OL7675120A,Jeffery D. Houghton,1,Q139468507,Jeffery D. Houghton,,http://www.wikidata.org/entity/Q139468507
OL7659105A,Emma L. Murray,1,Q139468508,Emma L. Murray,,http://www.wikidata.org/entity/Q139468508
OL230982A,Richard M. Steers,1,Q112374268,Richard M. Steers,American economist,http://www.wikidata.org/entity/Q112374268
OL391875A,Robert G. Owens,1,Q87137758,Robert G. Owens Jr.,US Marine Corps general,http://www.wikidata.org/entity/Q87137758
OL381981A,Dorothy Marcic,1,Q107395086,Dorothy Marcic,American dramatist,http://www.wikidata.org/entity/Q107395086
OL381981A,Dorothy Marcic,2,Q133720868,Dorothy Marcic,,http://www.wikidata.org/entity/Q133720868
OL3296061A,Hai,1,Q790,Haiti,country in the Caribbean Sea,http://www.wikidata.org/entity/Q790
OL3296061A,Hai,2,Q33303,Haida,endangered language spoken in Canada and Alaska,http://www.wikidata.org/entity/Q33303
OL3296061A,Hai,3,Q64210820,Hai,family name,http://www.wikidata.org/entity/Q64210820
OL3296061A,Hai,4,Q96081135,Hai,given name,http://www.wikidata.org/entity/Q96081135
OL3296061A,Hai,5,Q4131826,Hai,"village in Mahilioŭ district, Belarus",http://www.wikidata.org/entity/Q4131826
OL3307659A,Joe Seltzer,1,Q133786875,Joe Seltzer,,http://www.wikidata.org/entity/Q133786875
OL2877248A,Peter Vaill,1,Q14948774,Peter Vaill,American academic,http://www.wikidata.org/entity/Q14948774
OL2877248A,Peter Vaill,2,Q137344826,Peter Vaillancourt,researcher,http://www.wikidata.org/entity/Q137344826
OL3011854A,Marcic,1,Q20519525,Marčič,family name,http://www.wikidata.org/entity/Q20519525
OL3011854A,Marcic,2,Q111766437,Marcicz,family name,http://www.wikidata.org/entity/Q111766437
OL3011854A,Marcic,3,Q30669303,Marčić,family name,http://www.wikidata.org/entity/Q30669303
OL3011854A,Marcic,4,Q115675553,Márcico,family name,http://www.wikidata.org/entity/Q115675553
OL3011854A,Marcic,5,Q960525,Marčići,human settlement in Bosnia and Herzegovina,http://www.wikidata.org/entity/Q960525
OL2654440A,Tim Judge,1,Q130456829,Tim Judge,,http://www.wikidata.org/entity/Q130456829
OL2654440A,Tim Judge,2,Q7803747,Tim Judge,American bicycle motocross rider,http://www.wikidata.org/entity/Q7803747
OL658641A,Joyce Osland,1,Q112546978,Joyce Osland,,http://www.wikidata.org/entity/Q112546978
OL3247664A,Nancy Borkowski,1,Q98772150,Nancy Borkowski,researcher,http://www.wikidata.org/entity/Q98772150
OL725170A,Gregory B. Northcraft,1,Q125130524,Gregory B. Northcraft,American social psychologist,http://www.wikidata.org/entity/Q125130524
OL387911A,John A. Wagner,1,Q112343464,John A. Wagner,,http://www.wikidata.org/entity/Q112343464
OL387911A,John A. Wagner,2,Q56599649,John Alexander Wagner,US entomologist (1935 - 2012),http://www.wikidata.org/entity/Q56599649
OL387911A,John A. Wagner,3,Q6217971,John A. Wagner,"politician from Michigan, USA",http://www.wikidata.org/entity/Q6217971
OL2655520A,John A. Wagner,1,Q112343464,John A. Wagner,,http://www.wikidata.org/entity/Q112343464
OL2655520A,John A. Wagner,2,Q56599649,John Alexander Wagner,US entomologist (1935 - 2012),http://www.wikidata.org/entity/Q56599649
OL2655520A,John A. Wagner,3,Q6217971,John A. Wagner,"politician from Michigan, USA",http://www.wikidata.org/entity/Q6217971
OL395220A,Craig C. Pinder,1,Q112515910,Craig C. Pinder,,http://www.wikidata.org/entity/Q112515910
OL269584A,Paul Sweeney,1,Q113318234,Paul Sweeney,Scottish Footballer,http://www.wikidata.org/entity/Q113318234
OL269584A,Paul Sweeney,2,Q30163629,Paul Sweeney,Scottish politician (born 1989),http://www.wikidata.org/entity/Q30163629
OL269584A,Paul Sweeney,3,Q20790975,Paul Sweeney,,http://www.wikidata.org/entity/Q20790975
OL269584A,Paul Sweeney,4,Q63917503,Paul Sweeney's Files (NAID 7280784),series in the National Archives and Records Administration's holdings,http://www.wikidata.org/entity/Q63917503
OL3040839A,Terri A. Scandura,1,Q139468691,Terri A. Scandura,,http://www.wikidata.org/entity/Q139468691
OL833994A,Karlene H. Roberts,1,Q141520388,Karlene H. Roberts,"American organizational theorist, professor emerita at the Haas School of Business, UC Berkeley (born 1937)",http://www.wikidata.org/entity/Q141520388
OL2667355A,Hunt,1,Q16290303,Hunt,given name,http://www.wikidata.org/entity/Q16290303
OL2667355A,Hunt,2,Q36963,hunting,"human activity of searching for, pursuing, and catching wild animals",http://www.wikidata.org/entity/Q36963
OL2667355A,Hunt,3,Q111693843,hunt,video games 2020,http://www.wikidata.org/entity/Q111693843
OL2667355A,Hunt,4,Q254906,Hunt,family name,http://www.wikidata.org/entity/Q254906
OL2667355A,Hunt,5,Q67266168,Huntingdonshire,historic county of England,http://www.wikidata.org/entity/Q67266168
OL1435358A,Linda K. Stroh,1,Q139454046,Linda K. Stroh,,http://www.wikidata.org/entity/Q139454046
OL1394466A,John J. Wild,1,Q6241327,John J. Wild,American inventor,http://www.wikidata.org/entity/Q6241327
OL3327432A,Timothy A. Judge,1,Q130456829,Tim Judge,,http://www.wikidata.org/entity/Q130456829
OL25174A,Afsaneh Nahavandi,1,Q100154628,Afsaneh Nahavandi,,http://www.wikidata.org/entity/Q100154628
OL3012031A,Newstrom,1,Q36927775,Newstrom,family name,http://www.wikidata.org/entity/Q36927775
OL3012031A,Newstrom,2,Q49531438,Newstrom State Wildlife Management Area,"park in Aitkin County, Minnesota, United States of America",http://www.wikidata.org/entity/Q49531438
OL532682A,Michael R. Baye,1,Q6828511,Michael Baye,American economist,http://www.wikidata.org/entity/Q6828511
OL2639750A,Michael Baye,1,Q6828511,Michael Baye,American economist,http://www.wikidata.org/entity/Q6828511
OL2639750A,Michael Baye,2,Q1799852,Michael Bayersdörfer,German politician (1867-1940),http://www.wikidata.org/entity/Q1799852
OL2639750A,Michael Baye,3,Q102213044,Michael Bayer,Ph.D. Universität Kaiserslautern 2000,http://www.wikidata.org/entity/Q102213044
OL2639750A,Michael Baye,4,Q130620562,Michael Bayer,Canadian political candidate,http://www.wikidata.org/entity/Q130620562
OL2639750A,Michael Baye,5,Q130791142,Michael Bayer,,http://www.wikidata.org/entity/Q130791142
OL7657408A,Patrick Bet-David,1,Q16217194,Patrick Bet-David,American entrepreneur and YouTuber,http://www.wikidata.org/entity/Q16217194
OL2629810A,Greg Dinkin,1,Q130769258,Greg Dinkin,,http://www.wikidata.org/entity/Q130769258
OL1237664A,Marty Neumeier,1,Q12035941,Marty Neumeier,American writer,http://www.wikidata.org/entity/Q12035941
OL730657A,John Grieve Smith,1,Q105342856,John Grieve Smith,Fellow of Robinson College Cambridge,http://www.wikidata.org/entity/Q105342856
OL492603A,Alain Verbeke,1,Q59609905,Alain Verbeke,"born:1960|; Verbeke, Alain.; Verbeke, A. (Alain), jurist, 1960-; Verbeke, Alain, 19..-...., professeur de gestion",http://www.wikidata.org/entity/Q59609905
OL492603A,Alain Verbeke,2,Q112454518,Alain-Laurent Verbeke,,http://www.wikidata.org/entity/Q112454518
OL884162A,Wally Olins,1,Q7963452,Wally Olins,British brand consultant (1930-2014),http://www.wikidata.org/entity/Q7963452
OL1608050A,Jeremy Kourdi,1,Q139424023,Jeremy Kourdi,,http://www.wikidata.org/entity/Q139424023
OL237651A,Brian O'Neil,1,Q4964917,Brian O'Neil,English footballer (born 1944),http://www.wikidata.org/entity/Q4964917
OL237651A,Brian O'Neil,2,Q117222106,Brian O'Neil,"Chief Investment Officer, Robert Wood Johnson Foundation",http://www.wikidata.org/entity/Q117222106
OL237651A,Brian O'Neil,3,Q112496047,Brian O'Neill,"sociologist, university teacher",http://www.wikidata.org/entity/Q112496047
OL237651A,Brian O'Neil,4,Q4964924,Brian O'Neill,American ice hockey defenceman,http://www.wikidata.org/entity/Q4964924
OL237651A,Brian O'Neil,5,Q56754260,Brian O'Neil,British politician,http://www.wikidata.org/entity/Q56754260
OL52310A,Peter J. Buckley,1,Q7173038,Peter Buckley,British business professor,http://www.wikidata.org/entity/Q7173038
OL52310A,Peter J. Buckley,2,Q7174854,Peter J. Buckley,American politician,http://www.wikidata.org/entity/Q7174854
OL2641400A,Pervez Ghauri,1,Q21546586,Pervez N. Ghauri,researcher,http://www.wikidata.org/entity/Q21546586
OL7989361A,Aditya Agashe,1,Q27922197,Adi Agashé,"Indian singer, songwriter, actor, entrepreneur, writer, and book editor (born 1997)",http://www.wikidata.org/entity/Q27922197
OL7989361A,Aditya Agashe,2,Q107301879,Aditya Agashe,American computer scientist and author,http://www.wikidata.org/entity/Q107301879
OL7989362A,Parth Detroja,1,Q111982434,Parth Detroja,researcher,http://www.wikidata.org/entity/Q111982434
OL5202953A,David Campbell,1,Q5232113,David Campbell,Australian television presenter,http://www.wikidata.org/entity/Q5232113
OL5202953A,David Campbell,2,Q1173920,David Campbell,"cavalry officer of the British Army, amateur sportsman, and later Governor of Malta (1869-1936)",http://www.wikidata.org/entity/Q1173920
OL5202953A,David Campbell,3,Q24397525,David Ian Campbell,British diplomat,http://www.wikidata.org/entity/Q24397525
OL5202953A,David Campbell,4,Q112602676,David Campbell,performing artist in Canada,http://www.wikidata.org/entity/Q112602676
OL5202953A,David Campbell,5,Q1173917,David Campbell,American theoretical physicist,http://www.wikidata.org/entity/Q1173917
OL698759A,Myron S. Scholes,1,Q295647,Myron Scholes,Canadian economist,http://www.wikidata.org/entity/Q295647
OL2649362A,Terry Shevlin,1,Q57777136,Terry Shevlin,researcher,http://www.wikidata.org/entity/Q57777136
OL3391341A,Robin John,1,Q1116078,Robin John,German handball player,http://www.wikidata.org/entity/Q1116078
OL3391341A,Robin John,2,Q56179203,Robin John,linguist,http://www.wikidata.org/entity/Q56179203
OL3391341A,Robin John,3,Q326396,Robert John Tillyard,English–Australian entomologist and geologist (1881–1937),http://www.wikidata.org/entity/Q326396
OL3391341A,Robin John,4,Q76033683,Robin John,Peerage person ID=482706,http://www.wikidata.org/entity/Q76033683
OL3391341A,Robin John,5,Q84767097,Robin Shattock,Chair in Mucosal Infection and Immunity at Imperial College London,http://www.wikidata.org/entity/Q84767097
OL446800A,Jack Trout,1,Q100936781,Jack Trout,college basketball player (1971–1972) Southern Methodist,http://www.wikidata.org/entity/Q100936781
