matrix_row,book_id,canonical_title,authors,description,subjects,first_publish_year,publication_year_observed,average_rating,ratings_count,edition_count,want_to_read_count,currently_reading_count,already_read_count,cover_url,source_group,topic_cluster,cluster_label,enriched_zero_vector
868,BOOK00869,Emotional intelligence 101,['Gerald Matthews'],"As the first science-based introduction to the topic, this latest addition to The Psych 101 Series discusses one of the most pivotal new psychological concepts of the 21st century: emotional intelligence (El). The text provides an even-handed appraisal of those aspects of El that have been substantiated by scientific evidence and those areas that require more rigorous scrutiny. It explores the promise of El regarding the treatment of mental illness and the enhancement of normal functioning while examining conceptual and empirical tests that must be satisfied before El can be accepted as a major new aspect of individual differences. The text identifies two different pathways of research-one concerned with El as a true ability, the other viewing El as more akin to a personality trait. It examines the role of personality traits in emotional functioning and considers strategies for assessing El as an ability using objectively scored tests, along with potential pitfalls to conducting valid research, The implications and consequences of both high and low El regarding functioning in real life are discussed, including the relationship of El to psychopathology. The book also surveys and evaluates training programs directed toward improving emotional functioning in the classroom and the workplace, and assesses those improvements in research methods that are needed. Discusses how El can improve learning in school and enhance important work skills such as communication and teamwork. Covers key research issues, including methods for measuring El, its overlap with conventional ability and personality traits, and the validity of testing for El. Reviews applied studies and the contributions that research on El may make to address real-world personal and societal problems. Examines the main conceptual, measurement, and research issues identified in various lines of research, most conducted within the last 10 years. Designed for use by both students and practitioners --Book Jacket.",['Emotional intelligence'],2011.0,,,,2.0,11.0,0.0,1.0,https://covers.openlibrary.org/b/id/12741458-L.jpg,Open Library only,18.0,Emotional Intelligence,False
869,BOOK00870,Emotional Intelligence : 3 Books in 1,['Emotional Pathway'],,[],2019.0,,,,1.0,31.0,2.0,1.0,https://covers.openlibrary.org/b/id/13252600-L.jpg,Open Library only,18.0,Emotional Intelligence,False
870,BOOK00871,Primal leadership : realizing the power of emotional intelligence,"['Daniel Goleman', 'Annie McKee', 'Richard E. Boyatzis']",Annotation.,"['Leadership', 'Executive ability', 'Management', 'Emotional intelligence', 'Psychological aspects', 'Ratgeber', 'Interpersonale Kompetenz', 'Psychology', 'Organisatieontwikkeling', 'Emotions', 'Aspect psychologique', 'Gestion', 'Aspects psychologiques', 'Emotionele intelligentie', 'Sozialkompetenz', 'Intelligence émotionnelle', 'Leiderschap', 'Aptitude pour la direction', 'Interpersonal Relations', 'Cognition', 'Emotionales Verhalten', 'Führung', ""Gestion d'entreprise"", '[manuel]', 'Travail', 'Psychologie du travail', 'Gestionnaire', 'Leader', 'Manuel', 'Business &amp; economics']",2002.0,,3.5,2.0,1.0,17.0,0.0,4.0,https://covers.openlibrary.org/b/id/834766-L.jpg,Open Library only,18.0,Emotional Intelligence,False
871,BOOK00872,Emotional intelligence,['Jill Dann'],,"['Emotional intelligence', 'Success in business']",2007.0,,,,1.0,12.0,1.0,0.0,https://covers.openlibrary.org/b/id/11323145-L.jpg,Open Library only,18.0,Emotional Intelligence,False
872,BOOK00873,Emotional Intelligence,['Tanvir Shakil'],,[],2019.0,,,,1.0,8.0,1.0,0.0,,Open Library only,18.0,Emotional Intelligence,False
873,BOOK00874,Emotional intelligence,"['Ralf Schulze', 'Richard D. Roberts']",,"['Emotional intelligence', 'Intelligence émotionnelle', 'Emotions', 'Cognition']",2005.0,,,,3.0,8.0,0.0,0.0,https://covers.openlibrary.org/b/id/686449-L.jpg,Open Library only,18.0,Emotional Intelligence,False
874,BOOK00875,Who's Talking?,['Chris Hinton'],,"['Self-help techniques', 'Psychology']",2025.0,,,,2.0,26.0,0.0,0.0,https://covers.openlibrary.org/b/id/15101163-L.jpg,Open Library only,11.0,Organizational Culture and Trust,False
875,BOOK00876,Emotional Intelligence,['Modern Psychology Publishing'],,[],2019.0,,,,6.0,6.0,0.0,0.0,https://covers.openlibrary.org/b/id/13893546-L.jpg,Open Library only,18.0,Emotional Intelligence,False
876,BOOK00877,Emotional Intelligence for Dummies,['Steven J. Stein'],Annotation,['Emotional intelligence'],2009.0,,,,4.0,14.0,0.0,0.0,https://covers.openlibrary.org/b/id/8644416-L.jpg,Open Library only,18.0,Emotional Intelligence,False
877,BOOK00878,Emotional Intelligence at Work,"['Singh, Dalip']",,"['Emotional intelligence', 'Industrial Psychology', 'Psychology, industrial']",2000.0,,,,7.0,6.0,0.0,0.0,https://covers.openlibrary.org/b/id/1432215-L.jpg,Open Library only,18.0,Emotional Intelligence,False
878,BOOK00879,The emotional intelligence quick book,['Travis Bradberry'],,"['Emotional intelligence', 'Intelligence', 'Emotions', 'Social Behavior', 'Industrial management', 'Business communication']",2005.0,,5.0,1.0,2.0,17.0,0.0,2.0,https://covers.openlibrary.org/b/id/474880-L.jpg,Open Library only,18.0,Emotional Intelligence,False
879,BOOK00880,Emotional intelligence at work,['Hendrie Weisinger'],"""If you think analytical skills, company loyalty, or even competence is the key to success in the workplace, it's time to think again. Most experts now agree that those who climb the corporate ladder most quickly are those who possess a high degree of emotional intelligence. Simply put, emotional intelligence (EI) is the ability to make your emotions work for you by using them in ways that produce the results you want. And the good news is that, unlike IQ and other traditional measures of intelligence, EI can be developed and dramatically increased."" ""Aside from showing individuals how they can get ahead by applying emotional intelligence in the workplace, Dr. Weisinger also explains how businesses can benefit through the application of EI on a company-wide basis.""--BOOK JACKET.","['Emotional intelligence', 'Emotions', 'Industrial Psychology', 'Interpersonal relations', 'Self-perception', 'Interpersoonlijke communicatie', 'Emoties', 'Self Concept', 'Zelfbeeld', 'Motivation (psychology)', 'Psychology, industrial', 'Methods', 'Physiology', 'Success in business']",1998.0,,,,2.0,8.0,1.0,0.0,https://covers.openlibrary.org/b/id/548268-L.jpg,Open Library only,18.0,Emotional Intelligence,False
880,BOOK00881,The language of emotional intelligence,['Jeanne Segal'],"Groundbreaking strategies to improve your relationships and build rapport by tapping into the secrets of emotional intelligenceMany communication books rely on right-brain thinking to help you improve your relationships. But this method fails in the heat of the moment, when your emotions take over and feelings end up being hurt. In this book, expert Jeanne Segal, Ph.D., marries emotional intelligence with healthy communication skills to help you interact more effectively with family, friends, and coworkers. She offers groundbreaking tools for remaining calm and focused during heated discussions, as well as tips and exercises on raising your own emotional intelligence, reading others' emotional intelligence, and how to use non-verbal cues wisely.","['Attachment behavior', 'Interpersonal communication', 'Emotional intelligence', 'Nonfiction', 'Self-Improvement']",2008.0,,,,2.0,11.0,2.0,0.0,https://covers.openlibrary.org/b/id/5345130-L.jpg,Open Library only,18.0,Emotional Intelligence,False
881,BOOK00882,HBR's 10 must reads on emotional intelligence,['Harvard Business Review Press'],"In his defining work on emotional intelligence, Dan Goleman has found that it is twice as important as other competencies in determining outstanding leadership. If you read nothing else on emotional intelligence, read these 10 articles. We've combed through hundreds of articles in the Harvard Business Review archive and selected the most important ones to help you monitor and manage your emotions - and boost your success.","['Emotional intelligence', 'Work', 'Psychological aspects', 'Work, psychological aspects', 'Work--psychological aspects', 'Bf576 .h394 2015', '152.4', 'Intelligence émotionnelle', 'Aspects psychologiques', 'Relations humaines', 'Règlement de différends', 'Développement personnel', 'Leadership', 'Gefühl', 'Intelligenz']",2015.0,,,,1.0,7.0,1.0,1.0,https://covers.openlibrary.org/b/id/13048365-L.jpg,Open Library only,18.0,Emotional Intelligence,False
882,BOOK00883,Selling with emotional intelligence,['Mitch Anthony'],,"['Emotional intelligence', 'Psychological aspects', 'Psychological aspects of Selling', 'Selling', 'Vente', 'Aspect psychologique', 'Intelligence émotionnelle', 'BUSINESS & ECONOMICS', 'Marketing', 'General', 'Distribution']",2003.0,,,,3.0,7.0,1.0,0.0,https://covers.openlibrary.org/b/id/558740-L.jpg,Open Library only,18.0,Emotional Intelligence,False
883,BOOK00884,Teaching with emotional intelligence,['Alan Mortiboys'],,"['Adult education', 'Affective education', 'College teaching', 'Emotional intelligence', 'Emotions and cognition', 'EDUCATION / Professional Development', 'EDUCATION / Teaching Methods & Materials / General', 'EDUCATION / General']",2005.0,,1.0,1.0,12.0,7.0,0.0,0.0,https://covers.openlibrary.org/b/id/1217842-L.jpg,Open Library only,18.0,Emotional Intelligence,False
884,BOOK00885,Emotional intelligence,['Helen C. Bryant'],"""Emotional Intelligence: An Educator's Guide features a study on the Relationship Between Emotional Intelligence and Reading Comprehension in High School Students with Learning Disabilities, and resources that can be used in the classroom. Written for administrators, teachers, and resource professionals, this book is designed for anyone who works with children or who may serve in an administrative capacity. This book is designed to assist in enhancing or developing an understanding of emotional intelligence and its implications for the classroom, the workplace and church. Additionally, this book is designed to help us gain insight into our own emotions as we strive to make a difference in our own lives as well as others. Join me as we explore the Relationship Between Emotional Intelligence and Reading Comprehension in High School Students with Learning Disabilities and consider various strategies that can be implemented in the classroom as well outside of the classroom."" from ""About the Book"" before the Introduction.","['Emotional intelligence', 'Learning disabilities', 'Learning disabled youth', 'Reading comprehension']",2011.0,,,,1.0,7.0,1.0,0.0,https://covers.openlibrary.org/b/id/10983319-L.jpg,Open Library only,18.0,Emotional Intelligence,False
885,BOOK00886,Achieving emotional literacy,"['Claude Steiner', 'Paul Perry']",,"['Self-actualization (Psychology)', 'Emotional intelligence', 'Interpersonal relations', 'Emotions', 'Self-actualization (psychology)']",1997.0,,,,4.0,13.0,2.0,0.0,https://covers.openlibrary.org/b/id/1189847-L.jpg,Open Library only,18.0,Emotional Intelligence,False
886,BOOK00887,HBR Guide to Emotional Intelligence,['HBR'],,"['Emotional intelligence', 'Work', 'Psychological aspects', 'Industrial Psychology', 'Intelligence émotionnelle', 'Travail', 'Aspect psychologique', 'Psychologie du travail', 'BUSINESS & ECONOMICS', 'Industrial Management', 'Management', 'Management Science', 'Organizational Behavior']",2017.0,,,,2.0,10.0,1.0,0.0,https://covers.openlibrary.org/b/id/8850497-L.jpg,Open Library only,18.0,Emotional Intelligence,False
887,BOOK00888,Manipulation Techniques,['Daniel Brain'],,[],2020.0,,,,1.0,80.0,5.0,0.0,,Open Library only,28.0,CEO and Executive Transformation,False
888,BOOK00889,Emotional Intelligence,['James W. Williams'],,[],2019.0,,4.0,1.0,6.0,10.0,1.0,1.0,https://covers.openlibrary.org/b/id/10490525-L.jpg,Open Library only,18.0,Emotional Intelligence,False
889,BOOK00890,Emotional Intelligence (Life Balance),['Linda Wasmer Andrews'],"Provides information that allows readers to judge how well they handle their emotions, and presents a set of interpersonal skills that may be developed and applied to everyday situations.","['emotional intelligence', 'non fiction', 'Emotional intelligence', 'Juvenile literature', 'Emotions']",2004.0,,,,2.0,6.0,1.0,1.0,https://covers.openlibrary.org/b/id/1271635-L.jpg,Open Library only,18.0,Emotional Intelligence,False
890,BOOK00891,Bedtime Stories For Kids,['Emotional Intelligence Guided'],,[],2020.0,,,,5.0,3.0,0.0,0.0,https://covers.openlibrary.org/b/id/11242941-L.jpg,Open Library only,11.0,Organizational Culture and Trust,False
891,BOOK00892,What we know about emotional intelligence,['Moshe Zeidner'],"Emotional intelligence (or E.I.) is the ability to perceive, regulate, and communicate emotions, to understand emotions in ourselves and others. It has been the subject of best-selling books, magazine cover stories, and countless media mentions. It has been touted as a solution for problems ranging from relationship issues to the inadequacies of local schools. But the media hype has far outpaced the scientific research on emotional intelligence. In this book about emotional intelligence, three experts who are actively involved in research into E.I. offer a state of the art account of E.I. in theory and practice. They tell us what we know about E.I. based not on anecdote or wishful thinking but on science. E.I. promises a new means for achieving success and personal happiness. Coaches and consultants offer E.I. training and administer E.Q. tests, despite the lack of any agreement on how to measure E.I., the usefulness of testing for E.I., and even how to define E.I. This book looks at current knowledge about E.I. with the goal of translating it into practical recommendations in work, school, social, and psychological contexts. The authors discuss what is (and what isn't) E.I., why the concept has such appeal today, how E.I. develops, and the usefulness of E.I. in the real world, in school curricula, the workplace, and treating psychological dysfunction.","['Emotional Intelligence', 'Intelligenz', 'Emotionales Verhalten', 'Gefühl', 'Auswirkung', 'Death, Grief, Bereavement', 'PSYCHOLOGY', 'Emotions', 'FAMILY & RELATIONSHIPS']",2009.0,,,,5.0,10.0,1.0,1.0,https://covers.openlibrary.org/b/id/6808936-L.jpg,Open Library only,18.0,Emotional Intelligence,False
