book_id,canonical_title,authors,observed_edition_count,earliest_observed_year,latest_observed_year,known_publication_languages_display,known_publication_language_count,multilingual_publication_evidence,observed_publication_countries,observed_publication_country_count,observed_publication_places,observed_publication_place_count,observed_publisher_count,observed_isbn_13_count,observed_format_count,minimum_observed_pages,maximum_observed_pages,known_publication_language_codes,observed_publishers,observed_isbn_10,observed_isbn_10_count,observed_isbn_13,observed_physical_formats,known_publication_languages,first_publish_year,earliest_vs_first_difference,year_discrepancy_flag
BOOK00489,Production and operations management,['Raymond R. Mayer'],3,1975,1982,English,1,False,"['nyu', 'xxk']",2,"['New York', 'Auckland', 'London']",3,2,0,0,654,658,['eng'],"['McGraw-Hill', 'McGraw-Hill International']","['0070410259', '0070664161', '0070410232']",3,[],[],['English'],1975.0,0.0,False
BOOK00490,Operations Management,['Lee Krajewski'],21,2015,2024,English,1,False,[],0,[],0,3,21,1,696,696,['eng'],"['Pearson Education, Limited', 'Pearson Education', 'Pearson']","['0133872688', '0133872505', '0133872521']",3,"['9780138104627', '9781292731667', '9781292731117', '9781292740508', '9781292472904', '9781292462998', '9781292259970', '9781292093901', '9781292260006', '9781292259963', '9781292409986', '9781292259949', '9780136860419', '9781292410067', '9781292093970', '9781292409924', '9781292409948', '9781292409955', '9780133872682', '9780133872507', '9780133872521']",['digital'],['English'],2015.0,0.0,False
BOOK00491,Production and Operations Management,['R. Panneerselvam'],3,2004,2012,English,1,False,[],0,[],0,2,3,1,560,648,['eng'],"['Prentice Hall India Pvt., Limited', 'Prentice-Hall of India Pvt.Ltd']","['8120314425', '8120327675']",2,"['9788120345553', '9788120314429', '9788120327672']",['Paperback'],['English'],2004.0,0.0,False
BOOK00492,Schaum's outline of theory and problems of operations management,['Joseph G. Monks'],2,1985,1996,English,1,False,['nyu'],1,['New York'],1,1,0,0,410,429,['eng'],['McGraw-Hill'],"['007042764X', '0070427267']",2,[],[],['English'],1985.0,0.0,False
BOOK00493,Principles of operations management,['Jay Heizer'],4,1999,2004,English,1,False,['xxu'],1,"['Upper Saddle River, N.J', 'Upper Saddle River, NJ']",2,3,0,0,114,682,['eng'],"['Prentice Hall', 'Pearson Prentice-Hall', 'Pearson Education']","['0130271470', '0131209752', '013101613X']",3,[],[],['English'],1999.0,0.0,False
BOOK00494,Modern production/operations management,['Elwood Spencer Buffa'],4,1980,1987,English,1,False,"['nyu', 'xxk']",2,"['New York', 'Chichester']",2,1,0,0,673,834,['eng'],['Wiley'],"['047186384X', '0471056723', '0471857823', '0471819050']",4,[],[],['English'],1980.0,0.0,False
BOOK00495,Restaurant operations management,"['Jack D. Ninemeier', 'David K. Hayes']",3,2005,2006,English,1,False,['nju'],1,"['Upper Saddle River, N.J']",1,2,1,1,720,736,['eng'],"['Prentice Hall', 'Pearson Prentice Hall']",['0131100904'],1,['9780131100909'],['Hardcover'],['English'],2005.0,0.0,False
BOOK00496,Production and operations management,['Ray Wild'],10,1979,1998,English,1,False,"['enk', 'xxk']",2,"['London', 'New York, NY', 'Eastbourne']",3,6,3,1,613,928,['eng'],"['Cassell', 'Thomson Learning', 'Orion Publishing Group, Limited', 'Holt, Rinehart and Winston', 'Holt, R & W', 'E. Sussex, Holt, Rinehart & Winston']","['0304316385', '0304315923', '003910480X', '0304330779', '0039101991', '0304704032', '0039107906']",7,"['9780304315925', '9780304330775', '9780304704033']",['Paperback'],['English'],1979.0,0.0,False
BOOK00497,Fundamentals of operations management,"['Mark M. Davis', 'Nicholas J. Aquilano', 'Richard B. Chase']",5,1999,2003,English,1,False,"['ilu', 'enk']",2,"['Boston', 'Boston, [Mass.]', 'London']",3,3,2,1,1,667,['eng'],"['Irwin/McGraw-Hill', 'Irwin McGraw-Hill', 'McGraw-Hill/Irwin']","['007119469X', '0072402857', '0256225575']",3,"['9780071194693', '9780072402858']",['Hardcover'],['English'],1999.0,0.0,False
BOOK00498,Hotel operations management,['David K. Hayes'],2,2004,2005,English,1,False,"['xxu', 'nju']",2,"['Upper Saddle River, N.J']",1,1,0,0,496,496,['eng'],['Pearson/Prentice Hall'],"['0130995983', '0131711490']",2,[],[],['English'],2004.0,0.0,False
BOOK00499,Operations management,['James B. Dilworth'],7,1992,2000,English,1,False,"['nyu', 'enk', 'txu']",3,"['New York', 'Fort Worth', 'Maidenhead']",3,4,1,1,723,876,['eng'],"['South-Western College Pub', 'McGraw-Hill', 'Dryden Press', 'McGraw-Hill Co.']","['0030262070', '0070169888', '0071141375', '0070170215', '0071125841']",5,['9780030262074'],['Hardcover'],['English'],1992.0,0.0,False
BOOK00500,Strategic Operations Management,"['Steve Brown', 'John Bessant', 'Fu Jia']",9,2005,2018,English,1,False,[],0,[],0,3,9,0,426,534,['eng'],"['Taylor & Francis Group', 'Elsevier Butterworth-Heinemann', 'Routledge']",['1138566136'],1,"['9781351344203', '9781315123370', '9781351344210', '9781351344227', '9781136159718', '9781138566125', '9781138179929', '9780750663199', '9781138566132']",[],['English'],2005.0,0.0,False
BOOK00501,Operations management,"['Richard J. Schonberger', 'Edward M. Knod']",11,1981,1997,English,1,False,['xxu'],1,"['Homewood, IL', 'Plano, Tex', 'Boston, Mass', 'London', 'Burr Ridge, Ill']",5,5,6,2,240,926,['eng'],"['Richard D Irwin', 'Irwin', 'Business Publications', 'Business Pubns', 'Irwin/McGraw-Hill']","['0256137803', '0256098816', '0256082405', '0256024421', '025613779X', '025603074X', '0256118051', '0256112967', '0071146512', '0256112185', '0256156026', '0256058342', '0256118035']",13,"['9780256137804', '9780256137798', '9780256030747', '9780256118056', '9780256112962', '9780256118032']","['Hardcover', 'Paperback']",['English'],1981.0,0.0,False
BOOK00502,Principles of operations management,['Jay H. Heizer'],4,1999,2010,English,1,False,['nju'],1,"['Upper Saddle River, NJ', 'Upper Saddle River, N.J']",2,2,1,0,682,682,['eng'],"['Pearson Prentice Hall', 'Prentice Hall']","['0131865129', '0130958085', '0136114466', '0130271470']",4,['9780136114468'],[],['English'],1999.0,0.0,False
BOOK00503,Operations management,"['John O. McClain', 'L. Joseph Thomas', 'Joseph B. Mazzola']",6,1980,1992,English,1,False,['nju'],1,"['Englewood Cliffs, N.J']",1,4,1,1,677,1565,['eng'],"['Prentice Hall College Div', 'Prentice Hall', 'Prentice-Hall', 'Prentice-Hall/Ginn Press']","['0136361358', '0136376207', '0136375618', '0536579938']",4,['9780136361350'],['Hardcover'],['English'],1980.0,0.0,False
BOOK00504,Operations Management,"['Lee J. Krajewski', 'Larry P. Ritzman', 'Manoj K. Malhotra']",16,2005,2021,English,1,False,[],0,[],0,7,15,3,376,831,['eng'],"['Pearson', 'Pearson College Div', 'Brand: Prentice Hall', 'Pearson Learning Solutions', 'Pearson Education, Limited', 'Pearson Publishing', 'Pearson Prentice Hall']","['0132951819', '013411020X', '0558521991', '0536843538']",4,"['9780138009670', '9780134111056', '9780133872460', '9780132951814', '9780134110202', '9780558521998', '9781292093987', '9780273766940', '9781292409863', '9780536843531', '9780133071481', '9781292259987', '9781292093864', '9780132960557', '9780132940474']","['loose leaf', 'hardcover', 'paperback']",['English'],2005.0,0.0,False
BOOK00505,Operations management,"['Robert D. Reid', 'R. Dan Reid', 'Nada R. Sanders']",12,2003,2022,English,1,False,['nju'],1,"['Hoboken, N.J']",1,4,11,0,656,704,['eng'],"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'Wiley', 'John Wiley']","['0471347248', '0471680060']",2,"['9780470565834', '9780470571385', '9781118378878', '9780470934500', '9780471428176', '9781119905523', '9781118952542', '9781119781363', '9781119497387', '9781118323632', '9780471347248']",[],['English'],2003.0,0.0,False
BOOK00506,Operations management,['David Barnes'],3,1996,2018,English,1,False,['xxk'],1,['London'],1,4,2,2,416,545,['eng'],"['Red Globe Press', 'Thomson Learning', 'Cengage Learning', 'Thames Valley University']","['1137525789', '1844805344']",2,"['9781137525789', '9781844805341']","['paperback', 'Paperback']",['English'],1996.0,0.0,False
BOOK00507,Operations Management,"['Heizer, Render, Munson']",1,2017,2017,,0,False,[],0,[],0,1,1,1,,,[],['Pearson'],['1292148632'],1,['9781292148632'],['paperback'],[],2017.0,0.0,False
BOOK00508,Operations Management,"['Jay Heizer', 'Barry Render', 'Chuck Munson']",10,2012,2024,English,1,False,[],0,[],0,2,8,0,706,930,['eng'],"['Pearson Education, Limited', 'Pearson']",[],0,"['9781292444895', '9781292472836', '9781292741185', '9781292478289', '9781292745558', '9781292338125', '9781292444901', '9781292444918']",[],['English'],2012.0,0.0,False
BOOK00509,Operations management,['William J. Stevenson'],2,2007,2007,,0,False,['nyu'],1,"['New York, N.Y', 'London']",2,2,1,0,903,903,[],"['mcgraw', 'McGraw-Hill']",['0071107541'],1,['9780071107549'],[],[],2007.0,0.0,False
BOOK00510,Essentials of Operations Management,"['Nigel Slack', 'Alistair Brandon-Jones', 'Robert Johnston']",4,2018,2023,English,1,False,[],0,[],0,2,4,0,480,480,['eng'],"['Pearson Education, Limited', 'Pearson Education Australia']",[],0,"['9781292449265', '9781292449227', '9781292449210', '9781292238845']",[],['English'],2018.0,0.0,False
BOOK00511,Production and operations management,['James B. Dilworth'],10,1979,1993,English,1,False,['nyu'],1,['New York'],1,5,4,1,618,800,['eng'],"['McGraw-Hill Education', 'Random House, Business Division', 'Random House Inc (T)', 'Random House', 'McGraw-Hill']","['0075576996', '0394383222', '0075548852', '0394322045', '0075573202', '007016987X', '0394351118', '039432868X']",8,"['9780075576990', '9780394383224', '9780075548850', '9780075573203']",['Hardcover'],['English'],1979.0,0.0,False
BOOK00512,Production and operations management,['Jay Heizer'],8,1988,1996,English,1,False,"['enk', 'xxu', 'xxk']",3,"['Upper Saddle River, N.J', 'London', 'Englewood Cliffs, N.J', 'Boston, Mass', 'Englewood Cliffs, NJ', 'Boston', 'Upper Saddle River,N.J', 'Upper Saddle River, NJ']",8,4,0,0,438,900,['eng'],"['Prentice Hall', 'Prentice-Hall International', 'Allyn & Bacon', 'Prentice-Hall']","['0134399854', '0131994239', '0134383427', '0132302284', '0205114113', '0205140483', '0205129293', '0134383672', '0134383591']",9,[],[],['English'],1988.0,0.0,False
BOOK00513,Operations Management,['Terry Hill'],5,2000,2005,English,1,False,['enk'],1,"['Hundmills, Basingstoke, Hampshire', 'Basingstoke']",2,2,3,2,256,832,['eng'],"['Palgrave Macmillan', 'Macmillan']","['140399112X', '1403934665', '1403992177', '0333775929']",4,"['9781403992178', '9781403934666', '9781403991126']","['Paperback', 'Hardcover']",['English'],2000.0,0.0,False
BOOK00514,Casino operations management,"['Jim Kilby', 'Jim Fox', 'Anthony F. Lucas']",7,1998,2008,English,1,False,['nyu'],1,['New York'],1,5,5,2,352,448,['eng'],"['Wiley & Sons, Incorporated, John', 'John Wiley & Sons', 'Wiley', 'John Wiley & Sons, Ltd.', 'John Wiley & Sons, Inc.']","['0470042850', '0471266329', '0471163902']",3,"['9780470232774', '9781280468421', '9780470042854', '9780471266327', '9780470073643']","['hardcover', 'Electronic resource']",['English'],1998.0,0.0,False
BOOK00515,"Foundations of Operations Management, Fourth Canadian Edition, 4/e","['Lee J. Krajewski (Author), Manoj K. Malhotra (Author) Larry P. Ritzman (Author)']",1,2015,2015,,0,False,[],0,[],0,1,1,1,480,480,[],['Pearson Canada'],['0133251667'],1,['9780133251661'],['paperback'],[],2015.0,0.0,False
BOOK00516,Modern Hotel Operations Management,"['Michael Chibili', 'Shane de Bruyn', 'Latifa Benhadda', 'Conrad Lashley', 'Saskia Penninga']",8,2017,2019,English,1,False,[],0,[],0,2,8,0,656,656,['eng'],"['Taylor & Francis Group', 'Routledge']",[],0,"['9781003022329', '9781000035995', '9781351217293', '9781138455511', '9781000035940', '9781000036046', '9781351217309', '9789001878900']",[],['English'],2017.0,0.0,False
BOOK00517,Cruise Operations Management,['Philip Gibson'],18,2006,2018,English,1,False,[],0,[],0,2,18,0,192,400,['eng'],"['Routledge', 'Taylor & Francis Group']",['0080456308'],1,"['9780080456300', '9781283458702', '9781280642562', '9781351379526', '9781315146485', '9781351379533', '9781351379540', '9781138505162', '9781138505179', '9780203129272', '9781136472695', '9781136472640', '9781136472671', '9781136472701', '9781136472657', '9781136412783', '9781136412776', '9781138143203']",[],['English'],2006.0,0.0,False
BOOK00518,Operations management for competitive advantage,['Richard B. Chase'],1,2004,2004,English,1,False,[],0,[],0,1,1,1,,,['eng'],['McGraw Hil'],['0072506423'],1,['9780072506426'],['Hardcover'],['English'],2004.0,0.0,False
BOOK00519,Project management for dummies,['Stanley E. Portny'],21,2008,2022,English,1,False,['nju'],1,"['Hoboken, N.J']",1,6,21,1,384,464,['eng'],"['Wiley & Sons Canada, Limited, John', 'Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'For Dummies', 'Wiley', 'John Wiley & Sons']","['1119348900', '1118497236']",2,"['9781299449107', '9781282550698', '9781119176169', '9781118497227', '9781118050910', '9780470636510', '9780470636527', '9780470388914', '9781119869818', '9781119869917', '9781119869825', '9781118497135', '9781118497128', '9781119348924', '9781119348894', '9780470972991', '9780470972199', '9780470972984', '9780470636503', '9781119348900', '9781118497234']",['paperback'],['English'],2008.0,0.0,False
BOOK00520,Project Management,['Harvey Maylor'],11,1996,2021,English,1,False,"['ii', 'enk']",2,"['Delhi', 'Harlow, England', 'New York']",3,6,11,1,100,440,['eng'],"['Pearson Education, Limited', 'Pearson Education', 'Financial Times Prentice Hall', 'Financial Times/Prentice Hall', 'Trans-Atlantic Publications', 'FT Prentice Hall']","['8129705354', '1292237066', '0273655418', '0273612360', '0273704311', '0273638297']",6,"['9781292088440', '9780273641629', '9788129705358', '9780273623106', '9781292088433', '9781292237060', '9780273704324', '9780273655411', '9780273612360', '9780273704317', '9780273638292']",['Paperback'],['English'],1996.0,0.0,False
BOOK00521,Project management,['Harold Kerzner'],26,1979,2009,English,1,False,"['nju', 'nyu', 'ohu', 'xxu', 'xxk']",5,"['USA', 'Hoboken, NJ', 'New York', 'Berea, Ohio', 'Hoboken, N.J', 'London']",6,9,13,3,384,1760,['eng'],"['John Wiley & Sons, Inc.', 'Wiley', 'John Wiley & Sons Inc', 'John Wiley & Sons', 'John Wiley', 'Van Nostrand Reinhold', 'J. Wiley', 'John Wiley & Sons, Ltd.', 'Van Nostrand Reinhold Company']","['9780470278703', '0471225770', '0471436313', '0471344281', '0471281581', '0471393428', '0442010850', '0471751677', '0471347620', '0471741876', '0442019076', '0442248792', '0442243480', '047128159X', '0471286524', '0471288357', '0442025513', '0471395544', '0471347604', '0442207514']",20,"['9780471225775', '9780471436317', '9780471344285', '9780470278703', '9780471281580', '9780471347620', '9780470278710', '9780471281597', '9780471286523', '9780470164396', '9780471395546', '9780471288350', '9780471347606']","['Hardcover', 'Paperback', 'Electronic resource']",['English'],1979.0,0.0,False
BOOK00522,Software project management,['Bob Hughes'],2,1999,2009,English,1,False,['enk'],1,['London'],1,3,1,0,384,400,['eng'],"['McGraw-Hill Education', 'Mcgraw Hill Higher Education', 'McGraw-Hill']",['0077095057'],1,['9780077122799'],[],['English'],1999.0,0.0,False
BOOK00523,Project management,"['Jack R. Meredith', 'Samuel J. Mantel']",19,1985,2007,English,1,False,"['nyu', 'enk', 'nju', 'xxk']",4,"['New York', 'New York, N.Y', '[Great Britain]', 'Hoboken, N.J', 'Chichester']",5,5,11,2,494,1968,['eng'],"['Wiley', 'John Wiley & Sons', 'John Wiley and Sons (WIE)', 'John Wiley & Sons Inc', 'John Wiley']","['0471715379', '0471298298', '0471021563', '047150534X', '0007362196', '0471016268', '0470151145', '0471429074', '0471736260', '0471731811', '0470036567', '0471617873', '0471809640', '0471746142', '0471735833']",15,"['9780471715375', '9780471298298', '9780471021568', '9780471505341', '9780007362196', '9780470151143', '9780471736264', '9780471731818', '9780470036563', '9780471746140', '9780471735830']","['Paperback', 'Hardcover']",['English'],1985.0,0.0,False
BOOK00524,Project Management,['Erik W. Larson'],1,2011,2011,English,1,False,['nyu'],1,"['New York, USA']",1,1,1,0,608,608,['eng'],['McGraw-Hill Irwin'],['0073403342'],1,['9780073403342'],[],['English'],2011.0,0.0,False
BOOK00525,PMBOK Guide,['Project Management Institute'],1,2021,2021,English,1,False,[],0,[],0,1,1,0,,,['eng'],['Booksmith Publishing LLC'],[],0,['9781955245197'],[],['English'],2021.0,0.0,False
BOOK00526,Construction project management,"['Frederick E. Gould', 'Nancy Joyce']",14,1999,2024,English,1,False,['nju'],1,"['Upper Saddle River, N.J', 'Upper Saddle River, NJ']",2,7,10,2,357,432,['eng'],"['Prentice Hall', 'Pearson Books', 'Pearson Education', 'Pearson Education, Limited', 'Pearson', 'Brand: Prentice Hall', 'Pearson Prentice Hall']","['0136958591', '0130480541', '0132877244', '0131996231', '0130119954', '0130922803']",6,"['9780136958598', '9780137467204', '9780137467228', '9780133112054', '9780133034202', '9780135344934', '9780133451160', '9780132766876', '9780132877244', '9780131996236']","['hardcover', 'Hardcover']",['English'],1999.0,0.0,False
BOOK00527,Information Technology Project Management,['Kathy Schwalbe'],6,1999,2013,English,1,False,['mau'],1,"['Boston, Mass', 'Cambridge, Mass', 'Cambridge, Ma']",3,4,3,1,496,677,['eng'],"['Course Technology', 'Thomson/Course Technology', 'Cengage Learning', 'Thomson Course Technology']","['076001180X', '1423901452', '0619159847', '0619215267', '1418835900']",5,"['9780760011805', '9781423901457', '9781133526858']",['Paperback'],['English'],1999.0,0.0,False
BOOK00528,Construction project management,['Peter Fewings'],19,2005,2019,English,1,False,['enk'],1,"['London', 'New York']",2,4,18,0,432,624,['eng'],"['CRC Press LLC', 'Routledge', 'Taylor & Francis Group', 'Taylor & Francis']","['0415359066', '0415359058']",2,"['9781351122009', '9781351122030', '9781280267741', '9781283862615', '9781351122016', '9781351122023', '9780815358640', '9780815358657', '9781136827624', '9780203006986', '9781134242580', '9781134242597', '9781134242566', '9781134242542', '9781136827563', '9781136827570', '9781136827617', '9781136827594']",[],['English'],2005.0,0.0,False
BOOK00529,A Guide to the Project Management Body of Knowledge (PMBOK® Guide),['Project Management Institute'],4,2017,2017,English,1,False,[],0,"['Newtown Square, USA']",1,1,4,4,977,977,['eng'],['Project Management Institute'],[],0,"['9781628253924', '9781628253917', '9781628253900', '9781628251845']","['Web PDF', 'Kindle', 'ePub', 'Paperback']",['English'],2017.0,0.0,False
BOOK00530,Agile Project Management For Dummies,['Mark C. Layton'],13,2012,2025,English,1,False,[],0,[],0,5,13,0,360,496,['eng'],"['Wiley & Sons, Incorporated, John', 'Wiley & Sons, Limited, John', 'Wiley & Sons Canada, Limited, John', 'For Dummies', 'John Wiley & Sons']",[],0,"['9781394332113', '9781394332090', '9781394332106', '9781280675232', '9781118260746', '9781118235850', '9781118222140', '9781119677062', '9781119405733', '9781119405740', '9781119676997', '9781119677055', '9781118026243']",[],['English'],2012.0,0.0,False
