wikidata_id,wikidata_label,wikidata_description,instance_of_qids,citizenship_qids,birthplace_qids,birth_dates,occupation_qids,external_id_claims
Q123910,Frank Martin,Swiss composer (1890–1974),['Q5'],['Q39'],['Q71'],['+1890-09-15T00:00:00Z'],"['Q36834', 'Q158852', 'Q1622272', 'Q486748', 'Q16145150', 'Q8178443']","{'P214': ['14958975'], 'P213': ['000000011468160X'], 'P434': ['3de0b29a-602c-49dc-ba54-81706c98f3c5'], 'P244': ['n79077288'], 'P227': ['118731343'], 'P269': ['027783928'], 'P268': ['13897141c'], 'P349': ['01093715'], 'P646': ['/m/01rpvmk'], 'P691': ['jn20000603914'], 'P409': ['35762357'], 'P906': ['272440'], 'P950': ['XX1018786'], 'P1005': ['1409906'], 'P1362': ['Frank_Martin'], 'P1006': ['070733783'], 'P1287': ['17000000366'], 'P1284': ['00000012900'], 'P1442': ['Frank Martin - Cimetière des Rois.jpg'], 'P1953': ['833010'], 'P1728': ['mn0001175276'], 'P1315': ['1075923'], 'P2163': ['39060'], 'P949': ['000421349'], 'P3430': ['w6nw02k4'], 'P3222': ['frank-martin'], 'P1417': ['biography/Frank-Martin'], 'P1902': ['3UZ6lXd6nvGaeRVv4E4Tci', '0RFA6ka89RHDXV9VoxaURb'], 'P3219': ['frank-martin'], 'P4104': ['1010169'], 'P839': ['Category:Martin,_Frank'], 'P373': ['Frank Martin (composer)'], 'P1296': ['0040718'], 'P648': ['OL1032857A'], 'P1280': ['36944483'], 'P5226': ['franck-martin'], 'P3987': ['162926'], 'P5359': ['martin'], 'P1741': ['130054'], 'P3478': ['514370'], 'P5587': ['sq47bd1b48ddz9c'], 'P5882': ['M00000238517'], 'P6231': ['66993'], 'P6925': ['80307'], 'P856': ['https://www.frankmartin.org'], 'P3365': ['frank-martin'], 'P5034': ['KAC2018N2283'], 'P4342': ['Frank_Martin'], 'P902': ['009525'], 'P7704': ['agent/base/147463'], 'P3762': ['361711'], 'P535': ['22544783'], 'P7902': ['118731343'], 'P3630': ['337458'], 'P5019': ['martin-frank-theodore'], 'P7865': ['95a5yja38danyk2f65b5yc9k60rkjdg'], 'P6412': ['12037'], 'P8235': ['4984'], 'P8290': ['898'], 'P1207': ['n97008271'], 'P5504': ['people/50033903'], 'P8750': ['93378', '156392'], 'P8849': ['55755621'], 'P8870': ['C390'], 'P7982': ['39149'], 'P7293': ['9810568877705606'], 'P8385': ['15510'], 'P8974': ['a/8418509b-57e8-48fa-ac39-a14374cc189c'], 'P6706': ['Martin,+Frank'], 'P1695': ['a0000001185575'], 'P8980': ['000196526'], 'P9113': ['203575'], 'P6770': ['3163.011'], 'P8902': ['people/92028'], 'P7666': ['frank-martin'], 'P9686': ['2960'], 'P9918': ['PE00289766'], 'P8189': ['987007271598805171'], 'P10242': ['04074/eu_m_1196/m1196'], 'P8313': ['Frank_Martin'], 'P7305': ['3938147'], 'P396': ['LO1V130196'], 'P7052': ['8c48f335-7759-4f88-bd7d-72f7407eea7a'], 'P701': ['P13434'], 'P3280': ['0000070331'], 'P1015': ['90799189'], 'P8179': ['ncf10152639'], 'P3846': ['87097991515733'], 'P6394': ['a12215211'], 'P7699': ['LNB:ORR;=BP'], 'P1368': ['000039267'], 'P10227': ['vtls000037875'], 'P271': ['DA05569685'], 'P9171': ['14195'], 'P3065': ['A012312666'], 'P10553': ['135325501'], 'P8591': ['17895'], 'P8168': ['Q383971'], 'P11156': ['59806'], 'P11496': ['1140282266533746048'], 'P11249': ['14047626'], 'P1617': ['78a15a70-a83a-4855-9106-75a248d89687'], 'P10780': ['frank-martin'], 'P12385': ['frank-martin'], 'P12582': ['20110803100136943'], 'P12386': ['u8135'], 'P10832': ['E39PBJqBpDbCTXRjgrk6RVPfbd'], 'P13049': ['118731343'], 'P10608': ['agent/gnd_118731343'], 'P9964': ['118731343'], 'P9662': ['351'], 'P13455': ['3443'], 'P13509': ['5840'], 'P13596': ['martin'], 'P13613': ['149654'], 'P13591': ['person/477120f0-9f18-4bb6-955a-b976bb7156c3'], 'P14073': ['01944072-ed76-734a-8baa-5f5be1d6737e'], 'P18': ['Frank Martin 1960.jpg'], 'P9322': ['p0093632-Martin-Frank-18901974'], 'P14536': ['431654']}"
Q15924537,Frank Martin,fictional character,"['Q15632617', 'Q15773347', 'Q15773317']",['Q145'],[],[],"['Q352388', 'Q848466', 'Q178197', 'Q851436']","{'P345': ['ch0007426', 'ch0010165'], 'P646': ['/m/0tk3y_v'], 'P10757': ['44653', '314050'], 'P14750': ['CEC4-1A8E-359B-EE6F-E2D3']}"
Q17309040,Frank Martin,"British sculptor, born 1914",['Q5'],"['Q145', 'Q174193']",['Q72259'],['+1914-12-27T00:00:00Z'],"['Q1281618', 'Q7574803']","{'P2914': ['msib4_1264423870'], 'P1415': ['93474'], 'P650': ['306144'], 'P646': ['/m/010x5rbn'], 'P2889': ['L6RB-L9D']}"
Q124790681,Frank-Martin,male given name,['Q12308941'],[],[],[],[],{}
Q130761810,Frank Martin,chemist,['Q5'],[],['Q28030510'],['+1967-01-01T00:00:00Z'],['Q593644'],"{'P227': ['123536731'], 'P13049': ['123536731'], 'P213': ['0000000016156772'], 'P214': ['30447766']}"
Q112382368,W. Edward Stead,,['Q5'],[],[],['+1946-00-00T00:00:00Z'],['Q121594'],"{'P691': ['xx0017080'], 'P214': ['43866362'], 'P1207': ['n2010106791'], 'P269': ['144885344'], 'P11496': ['1140563741809695744'], 'P271': ['DA06669324'], 'P8189': ['987007429255305171'], 'P10387': ['62521'], 'P13591': ['person/4d3bb803-757a-4cb4-9788-62ff9d394113'], 'P9322': ['p0078316-Stead-W-Edward-1946']}"
Q105592455,Jean Garner Stead,,['Q5'],[],[],['+1949-01-01T00:00:00Z'],['Q37226'],"{'P214': ['112632378'], 'P244': ['n92004150'], 'P269': ['144885077'], 'P349': ['001192366'], 'P691': ['xx0017081'], 'P1015': ['90602385'], 'P1207': ['n2010106790'], 'P1006': ['107677768'], 'P213': ['0000000110840378'], 'P8179': ['ncf11271292'], 'P8189': ['987007427533105171'], 'P271': ['DA06669335'], 'P9251': ['60899'], 'P1280': ['263545187'], 'P11496': ['1140845216489895296'], 'P11182': ['22870'], 'P2671': ['/g/12nxbzrkf'], 'P10832': ['E39PBJhdfjdd6wd3HrjpPgCG73'], 'P10387': ['62558'], 'P13591': ['person/21d314ff-c47d-4d3d-b370-9ccff747604b'], 'P13951': ['536547'], 'P9322': ['p0078317-Stead-Jean-Garner-1949']}"
Q133794280,,,['Q5'],[],[],['+1951-01-01T00:00:00Z'],[],"{'P227': ['173842313'], 'P213': ['0000000110567930'], 'P1207': ['n2007011785'], 'P13591': ['person/f6294574-ce0b-4384-945d-5bfa6dc70447'], 'P214': ['38965370']}"
Q5006477,C. Gopinath,Indian television presenter,['Q5'],['Q668'],['Q584889'],['+1975-07-04T00:00:00Z'],['Q947873'],"{'P214': ['309854356'], 'P244': ['no2014099151'], 'P646': ['/m/0z5x93w'], 'P18': ['Neeya naana promo shooting at Rameshwaram.jpg'], 'P10832': ['E39PBJvcX7v8rjvQbgHCcjJbh3']}"
Q355277,Henry Mintzberg Storch,Canadian business theorist (born 1939),['Q5'],['Q16'],['Q340'],['+1939-09-02T00:00:00Z'],"['Q188094', 'Q1622272', 'Q2306091', 'Q36180']","{'P214': ['32077791'], 'P213': ['0000000110237827'], 'P434': ['d19e089f-9570-4592-9de3-370b11e3cb2b'], 'P244': ['n79058434'], 'P227': ['124434096'], 'P349': ['00471723'], 'P646': ['/m/01h4lh'], 'P268': ['12376074d'], 'P1006': ['068323050'], 'P856': ['http://www.mintzberg.org/'], 'P2163': ['36110'], 'P950': ['XX985376'], 'P18': ['HenryMintzberg230948.jpg'], 'P1417': ['biography/Henry-Mintzberg'], 'P3762': ['74542'], 'P373': ['Henry Mintzberg'], 'P906': ['406603'], 'P1015': ['90074750'], 'P1207': ['n97005723'], 'P1368': ['000027177'], 'P1005': ['135867'], 'P1695': ['a0000002573273'], 'P269': ['032801874'], 'P5587': ['wt7blg6f3xqwv1t'], 'P1280': ['19059811'], 'P691': ['vse2010558347'], 'P5739': ['53890'], 'P5034': ['KAC200901765'], 'P4342': ['Henry_Mintzberg'], 'P1580': ['a1016202'], 'P2963': ['21681'], 'P3987': ['8867'], 'P9984': ['981058513064206706'], 'P8189': ['987007437852705171'], 'P7293': ['9810661200905606'], 'P8951': ['146-4910'], 'P10553': ['363344713'], 'P396': ['CFIV043839'], 'P11496': ['1140282266732689536'], 'P271': ['DA02086663'], 'P11249': ['14023471'], 'P11686': ['981058513064206706'], 'P11182': ['87090'], 'P12458': ['26693'], 'P10832': ['E39PBJfhbC7W6QVcy9KmR4YByd'], 'P13049': ['124434096'], 'P13166': ['243071'], 'P13457': ['127'], 'P13591': ['person/c779035b-cae9-442e-80aa-475f9cdb54e4'], 'P13951': ['65021']}"
Q62035706,Henry Mintzberg Fonds,Archival fonds held at the McGill University Archives,['Q3052382'],[],[],[],[],"{'P973': ['https://archivalcollections.library.mcgill.ca/index.php/henry-mintzberg-fonds'], 'P217': ['MG1058']}"
Q113802084,Mason Andrew Carpenter,,['Q5'],[],[],['+1961-01-01T00:00:00Z'],[],"{'P4629': ['Carpenter, Mason Andrew, 1961-2011'], 'P1207': ['n2013195118'], 'P213': ['0000000114402340'], 'P214': ['26731429'], 'P227': ['14361617X'], 'P244': ['no2002048148'], 'P269': ['11653429X'], 'P1015': ['8054181'], 'P1006': ['320920615'], 'P8189': ['987007431210005171'], 'P1280': ['167950947'], 'P13951': ['467728']}"
Q16066161,Anthony Henry Ashley-Cooper,English politician and cricketer (1807-1858),['Q5'],['Q174193'],[],['+1807-05-05T00:00:00Z'],"['Q12299841', 'Q82955']","{'P1816': ['mp00154'], 'P1614': ['1820-1832/member/ashley-cooper-hon-anthony-1807-1858'], 'P2015': ['hon-anthony-cooper'], 'P4471': ['8998'], 'P1819': ['I00048011'], 'P4638': ['p69447.htm#i694461'], 'P18': ['The House of Commons, 1833 by Sir George Hayter.jpg'], 'P2697': ['8892'], 'P646': ['/m/0w4y43y'], 'P3368': ['2590878'], 'P2698': ['36243'], 'P1185': ['632479'], 'P2171': ['22270'], 'P12749': ['Q80596']}"
Q21866811,Anthony Henry,sprinter from Antigua and Barbuda,['Q5'],['Q781'],[],['+1967-01-09T00:00:00Z'],"['Q2066131', 'Q11513337']","{'P1447': ['he/anthony-henry-1'], 'P8286': ['64346'], 'P2671': ['/g/11bxdvsq18'], 'P5815': ['anthony-henry'], 'P1146': ['14549800'], 'P3884': ['99156']}"
Q7822561,Tony Henry,English footballer (born 1957),['Q5'],['Q145'],['Q2326854'],['+1957-11-26T00:00:00Z'],['Q937857'],"{'P2446': ['176925'], 'P646': ['/m/03d26k7'], 'P5421': ['183465'], 'P2020': ['tony-henry'], 'P3537': ['110532'], 'P12606': ['8792']}"
Q106777103,Anthony Henry Ogozalek Jr.,"Mayor of Delran Township, New Jersey",['Q5'],[],[],[],[],{'P973': ['http://beckmanlawgroup.com/anthony-h-ogozalek-jr']}
Q103005570,Anthony Henry Quan,Ph.D. University of Wisconsin-Milwaukee 1984,['Q5'],[],[],[],[],{'P549': ['239753']}
Q112533206,Harry Sminia,,['Q5'],[],['Q727'],['+1963-00-00T00:00:00Z'],['Q1622272'],"{'P691': ['mzk20191028289'], 'P214': ['21743948'], 'P227': ['172887100'], 'P213': ['0000000043111131'], 'P13591': ['person/d3e401e6-1668-4ab2-a6fc-75aec1804340']}"
Q102411664,Zahirul Hoque,mathematics Ph.D. 2004,['Q5'],[],[],[],[],"{'P549': ['176347'], 'P4955': ['636204']}"
Q110244600,Zahirul Hoque,researcher (accounting & data analytics),['Q5'],[],[],[],"['Q1650915', 'Q1622272', 'Q832136']","{'P496': ['0000-0002-8680-8523'], 'P1153': ['6602242279'], 'P1053': ['AAP-1237-2020'], 'P856': ['https://scholars.latrobe.edu.au/zhoque'], 'P227': ['173298362'], 'P214': ['6881672'], 'P8189': ['987007314756205171'], 'P1207': ['n2005001144'], 'P3987': ['514421'], 'P213': ['0000000115906006'], 'P13591': ['person/04833cad-befe-47bb-8846-04c6c3bc62f9'], 'P691': ['vse2016934220']}"
Q113769537,Kamel Mellahi,,['Q5'],['Q145'],[],[],['Q188094'],"{'P214': ['37209955'], 'P227': ['130492876'], 'P10553': ['502592117'], 'P213': ['0000000116219996'], 'P269': ['069670056'], 'P244': ['nb2002064527'], 'P268': ['15089546c'], 'P8189': ['987007432772105171'], 'P1368': ['000209769'], 'P13591': ['person/3606cf7a-db16-48fd-b86c-938c22f77c35'], 'P13049': ['130492876'], 'P396': ['MILV308444'], 'P496': ['0009-0004-8612-8132']}"
Q106674855,Jedrzej George Frynas,British economist,['Q5'],['Q145'],[],[],['Q188094'],"{'P1280': ['88445539'], 'P271': ['DA16684867'], 'P214': ['85281338'], 'P213': ['0000000076929378'], 'P244': ['no2001040349'], 'P268': ['15001874v'], 'P269': ['075453673'], 'P691': ['vse2006344624'], 'P1015': ['35312'], 'P1207': ['n2011212834'], 'P1368': ['000209766'], 'P1006': ['190869194'], 'P8446': ['D796E04E-FD6C-4C5C-8EF7-E710720ED528'], 'P2732': ['603535'], 'P7293': ['9811713382305606'], 'P973': ['http://librarycatalog.bau.edu.lb/cgi-bin/koha/opac-authoritiesdetail.pl?authid=106248'], 'P8179': ['ncf12128886'], 'P227': ['121571785'], 'P8189': ['987007454066505171'], 'P3065': ['A011254432'], 'P11496': ['1140563741623727360'], 'P10832': ['E39PBJjxvYxqvFhvTc6k7QKTpP'], 'P13591': ['person/f9410972-8a85-438d-820e-36c2c616e8c8'], 'P9495': ['person/27a56b34-d5ae-4319-a183-d5cee9b821be'], 'P13049': ['121571785'], 'P13906': ['1642191'], 'P396': ['UBOV851841']}"
Q104473098,Paul Finlay,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0002-3039-3218']}
Q102417084,Paul Finlayson,Ph.D. University of Utah 1987,['Q5'],[],[],[],[],"{'P549': ['180943'], 'P2671': ['/g/11gmzyk88n']}"
Q7150630,Paul Finlay,Gaelic football player,['Q5'],[],['Q373901'],[],['Q17351861'],{'P646': ['/m/04q1___']}
Q75756734,Paul MacRae,(born 1955),['Q5'],[],[],['+1955-01-01T00:00:00Z'],[],{'P4638': ['p31834.htm#i318333']}
Q112343906,Richard L. Lynch,,['Q5'],[],[],"['+1943-00-00T00:00:00Z', '+1953-00-00T00:00:00Z']","['Q15978655', 'Q1622272', 'Q2994387']","{'P496': ['0000-0001-5871-0927'], 'P691': ['ntk20221136460'], 'P214': ['91516559'], 'P244': ['n79018495'], 'P1280': ['167845475'], 'P268': ['12478306d'], 'P269': ['03398140X'], 'P227': ['139617035'], 'P11496': ['1140000791817324800'], 'P271': ['DA05253499'], 'P8189': ['987007449632805171'], 'P11182': ['86966'], 'P3987': ['550599'], 'P13591': ['person/db88df1a-fb55-4a47-a19e-4747b14249c5']}"
Q124644188,Jeff Hiatt,,['Q5'],[],[],[],['Q131524'],"{'P691': ['jcu20231175496'], 'P213': ['0000000031934448'], 'P214': ['68158121']}"
Q124644204,Timothy J. Creasey,,['Q5'],[],[],[],"['Q1607826', 'Q12859263']","{'P691': ['jcu20231175530'], 'P213': ['0000000048799596'], 'P214': ['34155960']}"
Q113997853,Julian Randall,"American poet, author",['Q5'],[],[],[],['Q49757'],"{'P856': ['https://juliandavidrandall.com/'], 'P5609': ['Julian Randall'], 'P5341': ['julian-randall']}"
Q1689230,Robert Sullivan,"Māori poet, academic and editor",['Q5'],['Q664'],['Q37100'],['+1967-01-01T00:00:00Z'],"['Q49757', 'Q36180']","{'P214': ['12602123'], 'P244': ['no98126840'], 'P213': ['0000000045481451'], 'P227': ['1035258455'], 'P18': ['Robert Sullivan NZ poet.jpg'], 'P1006': ['073961345'], 'P2163': ['1546623'], 'P5392': ['robert-sullivan'], 'P5635': ['robert-sullivan'], 'P5640': ['sullivan-robert'], 'P269': ['140316876'], 'P268': ['15107348j'], 'P5341': ['robert-sullivan'], 'P646': ['/m/07k97ln'], 'P7293': ['9810576792205606'], 'P4342': ['Robert_Sullivan'], 'P8189': ['987007379452105171'], 'P6683': ['197184'], 'P11870': ['4284'], 'P373': ['Robert Sullivan (poet)'], 'P10832': ['E39PBJqk3WDX4xfF7jKdDc6R8C'], 'P12702': ['1018'], 'P13049': ['1035258455'], 'P9662': ['190037'], 'P13591': ['person/78e298e3-95ec-40c3-b36f-48e779abd9a5'], 'P8179': ['ncf11958738'], 'P409': ['58798815'], 'P3065': ['A025004611'], 'P434': ['0ba5b8dc-9b01-4121-90ab-5f2d6d566dde']}"
Q112391552,Robert Sullivan,,['Q5'],[],[],"['+1953-00-00T00:00:00Z', '+1953-11-13T00:00:00Z']",['Q6051619'],"{'P6844': ['130040'], 'P691': ['mzk2005282454'], 'P214': ['96713448'], 'P1207': ['n2003046849'], 'P2163': ['371106'], 'P3987': ['270724'], 'P227': ['1250710693'], 'P244': ['n96023798'], 'P8189': ['987007416483005171'], 'P12458': ['772777'], 'P213': ['0000000110001478'], 'P13591': ['person/fa36ba93-9861-4aed-894e-7e6970e012d9']}"
Q117121368,Robert Sullivan,,['Q5'],[],[],[],[],{'P2174': ['62987']}
Q43968192,Robert Sullivan,neurologist,['Q5'],[],[],[],"['Q1650915', 'Q783906']","{'P496': ['0000-0003-3414-2448'], 'P1053': ['A-8639-2012'], 'P3829': ['2757777']}"
Q59667717,Robert Sullivan,researcher ORCID ID = 0000-0003-4191-598X,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0003-4191-598X']}
Q102177982,Thomas Lauer,Ph.D. Freie Universität Berlin 1987,['Q5'],[],[],[],[],{'P549': ['26780']}
Q95220498,Thomas Lauer,,['Q5'],[],[],['+1953-00-00T00:00:00Z'],['Q170790'],"{'P7902': ['1098449290'], 'P227': ['1098449290'], 'P214': ['412146216606409091078'], 'P9964': ['1098449290']}"
Q133364833,,,['Q5'],[],[],[],['Q188094'],"{'P227': ['136636152'], 'P13049': ['136636152'], 'P214': ['80947022'], 'P496': ['0000-0002-7662-1132']}"
Q139281404,,,['Q5'],[],[],['+1964-01-01T00:00:00Z'],[],"{'P227': ['115822321'], 'P13049': ['115822321'], 'P213': ['0000000013581482'], 'P214': ['25340465']}"
Q132919028,,,['Q5'],[],['Q3942'],[],['Q188094'],"{'P227': ['1026034957'], 'P13049': ['1026034957'], 'P213': ['0000000109873885'], 'P1207': ['n95207648'], 'P214': ['73102519'], 'P13591': ['person/4fa30777-1a2c-47b0-950f-7000591e7089']}"
Q112418308,Lyndon Pugh,,['Q5'],[],[],['+1943-00-00T00:00:00Z'],[],"{'P691': ['stk2009493746'], 'P214': ['233305331'], 'P227': ['157337057'], 'P213': ['0000000367555476'], 'P244': ['nb97087374'], 'P268': ['15838529w'], 'P269': ['132740206'], 'P1207': ['n2006081872'], 'P8189': ['987007432816205171'], 'P950': ['XX1538078'], 'P11249': ['14656171'], 'P11182': ['93757'], 'P12458': ['714147'], 'P13591': ['person/1cd722c2-4938-465c-9308-5c97e16e2022']}"
Q104671714,"Lyndon Pugh, Change management in information services",scientific article published in Bollettino AIB,"['Q13442814', 'Q637866']",[],[],[],[],"{'P478': ['41'], 'P433': ['2'], 'P953': ['https://bollettino.aib.it/article/view/8528/7607'], 'P2699': ['https://bollettino.aib.it/article/view/8528'], 'P973': ['https://bollettino.aib.it/article/view/8528']}"
Q6895576,Esther Cameron,Israeli-American writer (born 1941),['Q5'],"['Q801', 'Q30']",['Q60'],['+1941-09-00T00:00:00Z'],"['Q49757', 'Q36180', 'Q333634']","{'P214': ['68772466'], 'P7293': ['9810677627705606'], 'P2163': ['1484861'], 'P8189': ['987007259204005171'], 'P244': ['nr88001434'], 'P268': ['16249556b'], 'P227': ['1066380236'], 'P213': ['0000000107742435'], 'P1006': ['321704800'], 'P742': ['E. Kam-Ron', 'George Richter'], 'P949': ['000027842'], 'P3997': ['987007259204005171'], 'P10832': ['E39PBJmHGqV6Y6tBvx3gtxrQbd'], 'P13166': ['238752'], 'P12458': ['355529'], 'P13591': ['person/c21f86f7-ded7-48d9-9680-46bfab0af8b0']}"
Q62414840,Esther Cameron,archaeologist,['Q5'],[],[],[],['Q3621491'],"{'P6734': ['6311'], 'P2038': ['Esther-Cameron-2'], 'P6634': ['esther-cameron-85071636']}"
Q112421996,Esther Cameron,,['Q5'],[],[],['+1954-00-00T00:00:00Z'],['Q15978655'],"{'P691': ['utb2009525613'], 'P214': ['91215980'], 'P244': ['nr98018119'], 'P1207': ['n2015226934'], 'P2163': ['418152'], 'P8189': ['987007458857105171'], 'P213': ['0000000115721095'], 'P269': ['170580393'], 'P227': ['173240321'], 'P646': ['/m/05w9_d9'], 'P268': ['16644805r'], 'P8179': ['ncf11433573'], 'P5034': ['KAC2020T3390'], 'P7699': ['LNB:7Ow;=Bj'], 'P3065': ['A024474074'], 'P11182': ['95093']}"
Q112681299,Mike Green,archaeologist in Australia,['Q5'],[],[],[],['Q3621491'],{'P6634': ['mike-green-42baab71']}
Q6847064,Mike Green,footballer (born 1946),['Q5'],['Q145'],['Q192896'],['+1946-09-08T00:00:00Z'],"['Q937857', 'Q628099']","{'P646': ['/m/0fhqf4'], 'P3537': ['346368'], 'P12606': ['7710']}"
Q112443761,Mike Green,journalist b1972,['Q5'],[],[],['+1972-00-00T00:00:00Z'],"['Q1930187', 'Q6051619']","{'P691': ['jx20110929014'], 'P214': ['4756112'], 'P13591': ['person/79f4827c-a74e-48a4-b58e-2bc495c50dbf']}"
Q112421997,Mike Green,opinion journalist b1959,['Q5'],[],[],['+1959-00-00T00:00:00Z'],"['Q15978655', 'Q6051619']","{'P691': ['utb2009525614'], 'P214': ['78162283'], 'P1207': ['n2015227000'], 'P8189': ['987007438851805171'], 'P244': ['n2003119756'], 'P268': ['16644844n'], 'P269': ['155258230'], 'P906': ['318085'], 'P227': ['133809471'], 'P213': ['0000000114488703'], 'P11182': ['63600'], 'P5587': ['97mqvl7t1nr3vc9'], 'P13591': ['person/dd322dac-67f8-4557-8bf6-86cfd06891de']}"
Q100982383,Mike Green,college basketball player (2016–2017) Northern Arizona,['Q5'],[],[],['+1997-06-25T00:00:00Z'],['Q3665646'],"{'P3696': ['mike-green-5'], 'P3957': ['84294']}"
Q58068135,Darren McCabe,"researcher, ORCID id # 0000-0001-9938-2085",['Q5'],[],[],[],"['Q1650915', 'Q188094']","{'P496': ['0000-0001-9938-2085'], 'P1153': ['7101976020'], 'P227': ['171808606'], 'P214': ['240833356'], 'P6178': ['07531701475.49'], 'P856': ['http://pure.lancaster.ac.uk/portal/en/people/darren-mccabe(28253345-14ec-4122-8d02-45d6d8088029).html'], 'P10832': ['E39PBJk4FrQmvCJkMqF6hjgHYP']}"
Q1745009,Klaus Doppler,German author,['Q5'],['Q183'],['Q184983'],['+1939-01-01T00:00:00Z'],"['Q212980', 'Q36180', 'Q1234713', 'Q16849727']","{'P244': ['n00101424'], 'P214': ['74542480'], 'P227': ['113888074'], 'P213': ['0000000021916078'], 'P1006': ['149860684'], 'P1280': ['138744419'], 'P269': ['128600144'], 'P1207': ['n2012046678'], 'P2671': ['/g/122rcyqy'], 'P10553': ['520391772'], 'P10832': ['E39PBJcGkrP3bdpjPyGD3m7WDq'], 'P13049': ['113888074'], 'P13591': ['person/085fad11-9315-4e45-9c27-26445becf016']}"
Q132265938,Christoph Lauterburg,,['Q5'],[],[],['+1937-01-01T00:00:00Z'],['Q16849727'],"{'P13049': ['120346915'], 'P227': ['120346915'], 'P214': ['115131087'], 'P244': ['n78094963'], 'P269': ['128600187'], 'P1015': ['99047325'], 'P1207': ['n2012269230'], 'P1006': ['149860900'], 'P13591': ['person/b00d7118-5ce8-49c1-ae61-96dd91bba4c9']}"
Q478686,John Hayes,British politician (born 1958),['Q5'],['Q145'],['Q1006232'],"['+1958-06-23T00:00:00Z', '+1958-06-00T00:00:00Z']",['Q82955'],"{'P18': ['Official portrait of Mr John Hayes crop 2.jpg'], 'P214': ['65989373'], 'P2015': ['mr-john-hayes'], 'P646': ['/m/02828_'], 'P373': ['John Hayes (British politician)'], 'P244': ['nb2005010033'], 'P4527': ['301126'], 'P4471': ['340'], 'P6213': ['yzH3vz6B'], 'P6465': ['3445'], 'P2171': ['10265'], 'P4789': ['U19581'], 'P5297': ['5lZyt1_r7MtSbvFXFb3bB8qhhO8', 'phu4FGB90bummD4PSbFDCi1jaDk', '3C_e1NsCR2bywmPUtexvNVQZdjQ', 'LTNqKMWd9Exoj5-yU-gss14rSUc'], 'P10428': ['350'], 'P10632': ['Q478686'], 'P10874': ['john-hayes'], 'P11619': ['1650'], 'P1617': ['13b846a8-c999-4b2b-9f15-645b107e23bd'], 'P6200': ['c467y0gpj52t'], 'P10832': ['E39PBJjCPdRTPHtwYxDjwm9Yyd'], 'P856': ['https://www.johnhayes.uk/'], 'P2169': ['John_Haye']}"
Q16065822,John Hayes,"British portrait-painter, born 1786 (1786–1866)",['Q5'],"['Q21', 'Q145']",[],['+1786-01-01T00:00:00Z'],"['Q1028181', 'Q483501', 'Q21178131']","{'P650': ['36656'], 'P245': ['500027725'], 'P1711': ['30943'], 'P1816': ['mp07086'], 'P214': ['95852643'], 'P2843': ['B00084868'], 'P373': ['John Hayes (painter)'], 'P1367': ['hayes-john-17861866'], 'P3782': ['john-hayes'], 'P1415': ['12759'], 'P4927': ['yc85ijn1r5'], 'P6578': ['4DD6C5539F61C99C'], 'P646': ['/m/0_1khr1'], 'P3368': ['2228159'], 'P7545': ['11038673'], 'P1472': ['John Hayes']}"
Q6238378,John Hayes,British Royal Navy officer (18th century),['Q5'],"['Q161885', 'Q174193']",[],"['+1767-00-00T00:00:00Z', '+1765-00-00T00:00:00Z']",['Q189290'],"{'P1415': ['12758'], 'P646': ['/m/05zy21v'], 'P2949': ['Hayes-14425']}"
Q30106529,John Hayes,American businessman (born 1965),['Q5'],[],['Q578301'],['+1965-12-02T00:00:00Z'],['Q43845'],{'P6424': ['Ball Corporation']}
Q38318853,John D. Hayes,researcher,['Q5'],[],[],[],['Q1650915'],"{'P496': ['0000-0002-2927-5548'], 'P1153': ['7403555596'], 'P213': ['000000002842907X'], 'P244': ['n86105333'], 'P214': ['21165837'], 'P1006': ['110684680'], 'P6178': ['0641067163.38'], 'P2798': ['227602'], 'P269': ['103007555'], 'P10832': ['E39PBJtcDqBBmFqyb6jVVddqQq'], 'P13591': ['person/57944468-d236-479c-8064-2aac42050412']}"
Q130279005,Todd Jick,,['Q5'],[],[],['+1949-01-01T00:00:00Z'],['Q188094'],"{'P691': ['jo20241235947'], 'P213': ['0000000084708196'], 'P1368': ['000126717'], 'P1207': ['n2010018452'], 'P214': ['112633343'], 'P227': ['172169143']}"
Q4261023,Jason Little,cartoonist,['Q5'],['Q30'],['Q60'],['+1970-01-01T00:00:00Z'],"['Q715301', 'Q17098559', 'Q644687']","{'P214': ['165898804'], 'P213': ['0000000121979885'], 'P856': ['http://www.beecomix.com'], 'P18': ['5.21.11JasonLittleByLuigiNovi.jpg'], 'P5035': ['l/little_jason'], 'P269': ['099596040'], 'P268': ['16524895z'], 'P5361': ['LittleJason1970-'], 'P244': ['no2011041004'], 'P5491': ['25384'], 'P7704': ['agent/base/76248'], 'P1207': ['n2009053015'], 'P646': ['/m/07hwrp'], 'P9707': ['6064'], 'P10832': ['E39PBJtgYHBQxpMHKDrB6yM773'], 'P13591': ['person/cbf8f809-2642-4b22-9966-0582744f6f15'], 'P691': ['xx0335634'], 'P9322': ['0448161-Little-Jason-1970']}"
Q83157407,Jason G Little,researcher,['Q5'],[],[],[],['Q1650915'],{'P496': ['0000-0003-0002-307X']}
